NBN Atlas record ID,Occurrence ID,Licence,rightsHolder,Scientific name,Taxon author,Name qualifier,Common name,Species ID (TVK),Taxon Rank,Occurrence status,Event Date,Day,Month,Year,End date,Locality,Grid reference,Latitude (WGS84),Longitude (WGS84),Coordinate Uncertainty (m),verbatimDepth,Recorder,Determiner,Individual count,Abundance,Abundance scale,Organism scope,Organism remarks,Sex,Life stage,Occurrence remarks,Identification verification status,Basis of Record,Survey key,Dataset name,Dataset ID,Data provider,Data provider ID,Institution code,Kingdom,Phylum,Class,Order,Family,Genus,OSGR 100km,OSGR 10km,OSGR 2km,OSGR 1km,Country,State/Province,Vitality,Public resolution (m)
6bb01ade-f030-4098-9cf5-d00a383a2e1a,2cd4p9h.13gndv,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,25/03/1990,25,3,1990,,Paddockhall,NT0378,55.989726,-3.548465,707.1,,J. Muscott,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Vascular plant data for Scottish vice-counties: West Lothian (v.c. 84),Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT07,NT07J,NT0378,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bb20f47-71ee-4259-b21e-cf56014fd8a9,2cd4p9h.4s2sfs,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,13/06/1986,13,6,1986,,"Cardowan Pit Bing, Garnkirk",NS671681,55.888106,-4.125664,70.7,,K. Watson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Changing Flora of Glasgow 1982-2000,Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS66,NS66U,NS6768,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bbd2956-f22e-4a0f-92d3-d039a67ac8f8,46087612,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,25/10/2025,25,10,2025,,Glenapp Estate,NX09638061,55.08339,-4.984,5,,Malcolm Haddow,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,iRecord | App,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX08,NX08V,NX0980,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bbe8b24-ca4c-48ab-9648-4f58da81eb9e,2cd4p9h.cz1f2,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,16/06/1990,16,6,1990,,"Glenluce, River shingle",NX1956,54.870605,-4.814481,707.1,,A.J. Silverside,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 records on disc via Trevor Dines,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX15,NX15Y,NX1956,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bce8bc3-2242-4260-b66e-8e1281e35377,2cd4p9h.184k5r,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1964,,VC85 Fifeshire,NT28,56.051959,-3.205738,7071.1,,G.H. Ballantyne,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT28,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bcfe461-53e9-43d9-871b-7ae2bf3db801,465,CC0,Central Scotland Green Network Trust,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,10,2011,,,NS7720063330,55.847493,-3.962903,1,,GCVGN/SNH,,,,,,,,,,Accepted,HUMAN_OBSERVATION,,"Invasive Non-native species data in the Clyde catchment, collated by Central Scotland Forest Trust",dr535,Central Scotland Green Network Trust,dp39,CSGNT,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS76,NS76R,NS7763,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bd7f743-8b7b-4bfd-b590-32658741383c,354725,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/07/2009,1,7,2009,,bridge nr railway station,NJ53483974,57.445622,-2.77663,7.1,,"vasey, robin",,,,,,,not recorded,Unknown,,Accepted - considered correct,HUMAN_OBSERVATION,iRecord | General data,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ53,NJ53J,NJ5339,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bd9c7c1-44e7-434b-b011-a1769a94ab86,2cd4p9h.4s8xcz,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,25/06/1990,25,6,1990,,"Myers burn, Kylepark",NS6861,55.828767,-4.100869,707.1,,K. Watson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Changing Flora of Glasgow 1982-2000,Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS66,NS66V,NS6861,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bde1d9c-0892-47ad-8283-df2f01d040d4,2cd4p9h.wha19,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1962,,VC106 East Ross & Cromarty,NH65,57.564849,-4.258437,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NH,NH65,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6beb6819-2345-48e5-8f7c-d2f1622db64d,681,CC-BY,Tweed Forum,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/07/2022,,7,2022,30/09/2022,,NY49719054,55.206552,-2.791709,7,,Tweed Forum staff,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,,Japanese knotweed controlled in 2022 as part of the Tweed Invasives Project,dr2754,Tweed Forum,dp270,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NY,NY49,NY49V,NY4990,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
6bf1370b-329b-4dc6-b823-a07972a22290,2cd4p9h.wxh31,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1950,,,1950,31/12/1969,VC83 Midlothian,NT16,55.870643,-3.359929,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT16,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bf8cc77-56e4-4d3e-8e5d-a4967672e3ac,CI0000420000TGXR,CC-BY-NC,North East Scotland Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,11/05/2006,11,5,2006,,,NK1145,57.499567,-1.809774,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000IM,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NK,NK14,NK14C,NK1145,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6bfc1cbe-1b00-4c88-be13-0b2d1038c7cc,2cd4p9h.ap0y1z,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,10/07/1998,10,7,1998,,Braidwood,NS8447,55.707138,-3.839668,707.1,,P. MacPherson|A.McG. Stirling,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:bt3,Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS84,NS84N,NS8447,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c08a79f-da4a-4383-81b7-d176793a7cdd,LC000251000045YB,CC-BY-NC,Fife Nature Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1993,,,NO31K,56.28698,-3.051582,1414.2,,withheld,,,,,,,,,,Accepted - considered correct,HUMAN_OBSERVATION,,Fife Nature Records Centre Combined Dataset,dr840,Fife Nature Records Centre,dp162,Fife Nature Records Centre,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NO,NO31,NO31K,,United Kingdom of Great Britain and Northern Ireland,Scotland,not recorded,2000
6c19f6e8-e834-49bb-8e05-328a36504631,691426,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,19/10/2013,19,10,2013,,,NT282754,55.96667,-3.150967,50,,24d665ba-e014-9a69-acd4-e7b75cef747f,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT27,NT27X,NT2875,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c1a894c-e3e9-47ab-a49a-231874c4c037,2cd4p9h.wgevt,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1968,,VC73 Kirkcudbrightshire,NX68,55.140894,-4.119484,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX68,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c24fc7d-6cbb-471b-b43e-e2486cf473d6,202059,OGL,Scottish Natural Heritage,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,29/09/2003,29,9,2003,,"River South Esk and tributaries, Lothian",NT333617,55.844337,-3.065949,70.7,,Kate Proctor,,,,,,,,,,Accepted,HUMAN_OBSERVATION,,"Survey of giant hogweed, Japanese knotweed and Himalayan balsam on 5 major Lothian rivers, 2003/04",dr2313,NatureScot,dp9,Scottish Natural Heritage,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT36,NT36F,NT3361,United Kingdom of Great Britain and Northern Ireland,Scotland,Alive,
6c28574a-c1f0-43fc-a941-cff5e9855f9c,2cd4p9h.khsfq,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,05/06/1997,5,6,1997,,"Drumclog Moor South, Milngavie",NS5474,55.941455,-4.33116,707.1,,K. Watson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 records on disc via Trevor Dines,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS57,NS57M,NS5474,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c2ec1db-e833-489e-9bf7-1c9c63858dbb,2cd4p9h.wggk2,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1950,,,1950,31/12/1969,VC112 Shetland,HZ27,59.560119,-1.559431,7071.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants - a mixed set of records collated at BRC for the BSBI Atlas,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,HZ,HZ27,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c32f9da-ed48-473b-bda7-ce647c1b53d6,2cd4p9h.7cqf5p,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,07/07/2010,7,7,2010,,"River Findhorn, Forres",NJ024602,57.621628,-3.63485,70.7,,Mike Taylor,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:5gf,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ06,NJ06F,NJ0260,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c3d1acd-1b02-49f2-a3d6-b21342f522ed,2cd4p9h.1w94cw,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1957,,VC72 Dumfriesshire,NX88,55.145945,-3.805903,7071.1,,H. Milne-Redhead,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 - updated records from December 1995 onwards,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX88,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c41eff0-cd13-4a90-a2f3-bbb98d69d4ca,2cd4p9h.4s54ph,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,19/09/1987,19,9,1987,,VC77 Lanarkshire,NS602672,55.878072,-4.235429,70.7,,J. Dickson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Changing Flora of Glasgow 1982-2000,Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS66,NS66D,NS6067,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c4d68f2-bd2c-47a5-abbb-09d65b61210c,359,CC0,Central Scotland Green Network Trust,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,2006,,,NS625625,55.836536,-4.196311,70.7,,Peter MacPherson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,,"Invasive Non-native species data in the Clyde catchment, collated by Central Scotland Forest Trust",dr535,Central Scotland Green Network Trust,dp39,CSGNT,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS66,NS66G,NS6262,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c742fbe-782c-46c0-8632-baf1d0187abf,CI0000420000V5N5,CC-BY-NC,North East Scotland Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,14/07/2005,14,7,2005,,,NJ7815,57.229719,-2.357749,707.1,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,CI000042000000IM,North East Scotland Invasive Non Native Plants,dr1425,North East Scotland Biological Records Centre,dp123,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ71,NJ71X,NJ7815,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c893d4f-f51a-4f73-b2c1-ea22d8fe3747,2cd4p9h.b4d3n,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,7,1981,,Glenrinnes,NJ2836,57.413228,-3.191869,707.1,,M. McCallum Webster,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ23,NJ23Y,NJ2836,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c8cfc24-4e94-4fb4-af81-d418cf83775e,2cd4p9h.1v2dme,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,1995,,Muirpark - Devon Wetlands,NS863960,56.143567,-3.83069,70.7,,Watson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 records on disc via Trevor Dines,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS89,NS89T,NS8696,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c8f1e44-c72f-4949-bf8d-f113c9b401be,2cd4p9h.1848q3,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,12/07/1966,12,7,1966,,Loch Lochy,NN29,57.012857,-4.883792,7071.1,,A.P. Conolly,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Plants,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NN,NN29,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6c92d085-8091-4539-b8d2-20bad5c42709,768,CC-BY,Tweed Forum,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/07/2022,,7,2022,30/09/2022,,NT94445220,55.763189,-2.09008,7,,Tweed Forum staff,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,,Japanese knotweed controlled in 2022 as part of the Tweed Invasives Project,dr2754,Tweed Forum,dp270,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT95,NT95L,NT9452,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
6ca50dd5-1047-4840-ad23-2a003c6e0ae2,2157676,CC-BY-NC,Natural Apptitude and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,15/05/2009,15,5,2009,,,NS139688,55.87697,-4.97531,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS16,NS16J,NS1368,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6ca63f41-c1cb-4f18-877e-4c1669018d1b,623260,CC-BY-NC,Natural Apptitude and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,22/09/2013,22,9,2013,,,NT078682,55.898065,-3.475625,50,,bb885c4b-5f45-70a2-a7aa-ea81310825e8,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT06,NT06U,NT0768,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6cb106f5-bf2d-44d8-b5ff-c12602f96585,2cd4p9h.19sdv2,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,21/08/1999,21,8,1999,,"Barbaraville, Milton, etc.",NH77,57.747252,-4.101761,7071.1,,M.J. Crawley,,,,,,,,,,Accepted,HUMAN_OBSERVATION,"Vascular plant data for Scottish vice-counties: East Ross (v.c. 106), BSBI data",Scottish SNH-funded BSBI records,dr654,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NH,NH77,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6ccbee84-c709-453e-bf96-38b93e603939,2cd4p9h.1gbkp,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/01/1970,,,1970,31/12/1986,VC85 Fifeshire,NO20,56.231609,-3.211377,7071.1,,G.H. Ballantyne,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Atlas2000 - updated records from December 1995 onwards,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NO,NO20,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6ccf0943-cb45-4804-a67a-8659a2cfd6b7,109382,CC-BY-NC,Natural Apptitude and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,04/11/2012,4,11,2012,,,NS340739,55.929938,-4.658229,50,,e0a7d4ef-d42f-0281-c43e-36075a8c4223,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,PlantTracker data from 2012 onwards,dr1187,Natural Apptitude,dp178,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS37,NS37L,NS3473,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6cd086c7-8103-447f-a300-bccc96234ddc,1406266,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,11/09/2014,11,9,2014,,,NS601632,55.84203,-4.23477,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS66,NS66B,NS6063,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6cd6eb22-d364-4a8b-8280-b4ec34dbb586,293493,CC-BY,Botanical Society of Britain and Ireland and Biological Records Centre,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,09/06/2013,9,6,2013,,,NX971778,55.08474,-3.61312,50,,,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Nature Locator | Plant Tracker,Vascular plant records verified via iRecord,dr2177,Botanical Society of Britain & Ireland,dp91,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX97,NX97T,NX9777,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6cdc7f61-2a2f-4430-9ea3-0dbab31ba7c1,2cd4p9h.1sm33z,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,08/09/2003,8,9,2003,,Achamor south and waterworks pond (12),NS0762,55.81727,-5.074071,707.1,,A.C. Hannah,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2ra,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS06,NS06R,NS0762,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6ce1aba0-9c18-4bc3-ad78-df4f456a012a,2cd4p9h.25czeh,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,16/08/2005,16,8,2005,,Skye NG61Q,NG61Q,57.130648,-5.851736,1414.2,,Stephen Bungard,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2tm,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NG,NG61,NG61Q,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6ce523dc-53b2-4d0b-b5cd-8bd10a55b42a,2cd4p9h.1cvgts,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,05/06/1988,5,6,1988,,Cauldron Linn,NT09E,56.173328,-3.596119,1414.2,,O.M. Stewart|N.M. Stewart,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Vascular plant data for Perthshire and Angus from SNH and BSBI,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT09,NT09E,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6ce7781d-c61e-4548-8913-80c01b71a2a1,402,CC0,Central Scotland Green Network Trust,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,,,,2006,,,NS695595,55.811543,-4.083183,70.7,,Peter MacPherson,,,,,,,,,,Accepted,HUMAN_OBSERVATION,,"Invasive Non-native species data in the Clyde catchment, collated by Central Scotland Forest Trust",dr535,Central Scotland Green Network Trust,dp39,CSGNT,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NS,NS65,NS65Z,NS6959,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6cf94de3-5a61-4696-8282-5e00cd89ae15,546,CC-BY,Tweed Forum,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,01/07/2022,,7,2022,30/09/2022,,NT33412517,55.515807,-3.056013,7,,Tweed Forum staff,,,,,,,,,,Accepted - correct,HUMAN_OBSERVATION,,Japanese knotweed controlled in 2022 as part of the Tweed Invasives Project,dr2754,Tweed Forum,dp270,,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NT,NT32,NT32H,NT3325,United Kingdom of Great Britain and Northern Ireland,Scotland,alive,
6d0a4958-b2c2-4f8d-bbb7-6136d66e7044,2cd4p9h.7t83y,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,15/09/1988,15,9,1988,,Carsluith,NX45,54.865693,-4.416703,7071.1,,O.M. Stewart,,,,,,,,,,Accepted,HUMAN_OBSERVATION,Monitoring Scheme,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NX,NX45,,,United Kingdom of Great Britain and Northern Ireland,Scotland,,
6d1d2f0b-9acc-4c60-a40d-466cef085d1c,2cd4p9h.dxq3c1,CC-BY-NC,BSBI,Reynoutria japonica,Houtt.,,Japanese Knotweed,NHMSYS0000462335,species,PRESENT,18/04/2016,18,4,2016,,Warren Wood,NJ346604,57.629246,-3.09595,70.7,,Ian Peter Green,,,,,,,,,,Accepted,HUMAN_OBSERVATION,MapMateCentre:2b6,Other BSBI Scottish data up to 2018,dr655,Botanical Society of Britain & Ireland,dp91,BSBI,Plantae,,Magnoliopsida,Caryophyllales,Polygonaceae,Reynoutria,NJ,NJ36,NJ36K,NJ3460,United Kingdom of Great Britain and Northern Ireland,Scotland,,
